datetime (UTC),"coordinates (lat,lon)",temperature (degC),relative_humidity (0-1),wind_speed (m/s),total_precipitation (mm of water equivalent),surface_pressure (Pa),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),absolute_humidity (g/m^3),rainfall (mm)
7/19/2024 17:00,"(42.09152, -76.80259)",24.96,0.39,1.04,0,97041.55,0,0,8.964286582,0
7/19/2024 18:00,"(42.09152, -76.80259)",24.47,0.42,0.95,0,97046.75,0,0,9.390747112,0
7/19/2024 19:00,"(42.09152, -76.80259)",23.97,0.45,1.65,0,97047.54,0,0,9.780708988,0
7/19/2024 20:00,"(42.09152, -76.80259)",22.15,0.52,2.11,0,97040.07,0,0,10.18596483,0
7/19/2024 21:00,"(42.09152, -76.80259)",19.14,0.68,1.8,0,97065.91,0,0,11.17826513,0
7/19/2024 22:00,"(42.09152, -76.80259)",17.38,0.74,1.88,0,97118.44,0,0,10.95783755,0
7/19/2024 23:00,"(42.09152, -76.80259)",17.27,0.73,1.61,0,97118.05,0,0,10.73887736,0
7/20/2024 0:00,"(42.09152, -76.80259)",17.04,0.74,1.09,0,97112.95,0,0,10.73706538,0
7/20/2024 1:00,"(42.09152, -76.80259)",14.87,0.84,1.02,0,97119.74,0,0,10.68915565,0
7/20/2024 2:00,"(42.09152, -76.80259)",14.29,0.86,0.53,0,97092.13,0,0,10.56233989,0
7/20/2024 3:00,"(42.09152, -76.80259)",14.15,0.88,0.83,0,97060.84,0,0,10.71557958,0
7/20/2024 4:00,"(42.09152, -76.80259)",14.17,0.89,1.06,0,97028.75,0,0,10.85065438,0
7/20/2024 5:00,"(42.09152, -76.80259)",13.12,0.93,1.04,0,97024.56,0,0,10.62802717,0
7/20/2024 6:00,"(42.09152, -76.80259)",13.51,0.86,0.71,0,97047.26,0,0,10.06773792,0
7/20/2024 7:00,"(42.09152, -76.80259)",13.91,0.87,1.16,0,97051.99,0,0,10.43879414,0
7/20/2024 8:00,"(42.09152, -76.80259)",15.62,0.81,0.75,0,97037.05,0,0,10.7884514,0
7/20/2024 9:00,"(42.09152, -76.80259)",19.5,0.66,0.88,0,97039.7,0,0,11.08183264,0
7/20/2024 10:00,"(42.09152, -76.80259)",22.19,0.58,1.08,0,97018.32,0,0,11.38744619,0
7/20/2024 11:00,"(42.09152, -76.80259)",23.76,0.52,1.06,0,96978.63,0,0,11.16821116,0
7/20/2024 12:00,"(42.09152, -76.80259)",25.19,0.49,1.16,0,96953.19,0,0,11.40943252,0
7/20/2024 13:00,"(42.09152, -76.80259)",26.43,0.45,1.33,0,96925.83,0,0,11.23022142,0
7/20/2024 14:00,"(42.09152, -76.80259)",27.34,0.41,1.71,0,96874.44,0,0,10.76141752,0
7/20/2024 15:00,"(42.09152, -76.80259)",27.78,0.39,2.34,0,96809.86,0,0,10.4878919,0
7/20/2024 16:00,"(42.09152, -76.80259)",28.18,0.37,2.39,0,96795.01,0,0,10.17124069,0
7/20/2024 17:00,"(42.09152, -76.80259)",28.03,0.38,2.06,0,96733.08,0,0,10.36044874,0
7/20/2024 18:00,"(42.09152, -76.80259)",27.92,0.36,1.59,0,96712.25,0,0,9.755993468,0
7/20/2024 19:00,"(42.09152, -76.80259)",25.87,0.48,1.05,0,96730.54,0,0,11.61064207,0
7/20/2024 20:00,"(42.09152, -76.80259)",24.3,0.58,1.31,0,96765.58,0,0,12.84412887,0
7/20/2024 21:00,"(42.09152, -76.80259)",22.27,0.64,1.52,0,96814.81,0,0,12.62340159,0
7/20/2024 22:00,"(42.09152, -76.80259)",20.25,0.7,2.09,0,96872.06,0,0,12.28151825,0
7/20/2024 23:00,"(42.09152, -76.80259)",19.59,0.71,1.68,0,96859.96,0,0,11.98456858,0
7/21/2024 0:00,"(42.09152, -76.80259)",18.89,0.7,1,0,96835.87,0,0,11.33855043,0
7/21/2024 1:00,"(42.09152, -76.80259)",17.5,0.75,0.78,0,96830.03,0,0,11.1858341,0
7/21/2024 2:00,"(42.09152, -76.80259)",16.27,0.8,0.57,0,96837.95,0,0,11.08245183,0
7/21/2024 3:00,"(42.09152, -76.80259)",15.47,0.84,0.91,0,96824.23,0,0,11.08666667,0
7/21/2024 4:00,"(42.09152, -76.80259)",14.58,0.88,1.58,0,96811.28,0,0,11.00156897,0
7/21/2024 5:00,"(42.09152, -76.80259)",14.31,0.88,1.75,0,96805.2,0,0,10.82123141,0
7/21/2024 6:00,"(42.09152, -76.80259)",15.11,0.88,1.77,0,96852.27,0,0,11.3631585,0
7/21/2024 7:00,"(42.09152, -76.80259)",15.73,0.84,1.7,0,96926.27,0,0,11.26286165,0
7/21/2024 8:00,"(42.09152, -76.80259)",18.25,0.75,1.02,0,96917.96,0,0,11.69668614,0
7/21/2024 9:00,"(42.09152, -76.80259)",20.37,0.66,1.13,0,96932.78,0,0,11.66114473,0
7/21/2024 10:00,"(42.09152, -76.80259)",23.14,0.56,1.2,0,96934.56,0,0,11.60999396,0
7/21/2024 11:00,"(42.09152, -76.80259)",24.32,0.52,1.15,0,96937.76,0,0,11.52846211,0
7/21/2024 12:00,"(42.09152, -76.80259)",25.95,0.47,1.39,0,96910.51,0,0,11.41967553,0
7/21/2024 13:00,"(42.09152, -76.80259)",27.1,0.42,1.58,0,96893.39,0,0,10.87856572,0
7/21/2024 14:00,"(42.09152, -76.80259)",27.5,0.41,1.67,0,96863.07,0,0,10.85689562,0
7/21/2024 15:00,"(42.09152, -76.80259)",27.62,0.42,1.91,0.01,96832.21,0,0,11.19554104,0.01
7/21/2024 16:00,"(42.09152, -76.80259)",27.63,0.44,2.11,0,96834.04,0,0,11.73512851,0
7/21/2024 17:00,"(42.09152, -76.80259)",26.98,0.48,2.49,0,96826.96,0,0,12.35031088,0
7/21/2024 18:00,"(42.09152, -76.80259)",25.14,0.55,2.21,0,96854.08,0,0,12.77057541,0
7/21/2024 19:00,"(42.09152, -76.80259)",25.13,0.54,1.52,0,96865.81,0,0,12.53133791,0
7/21/2024 20:00,"(42.09152, -76.80259)",23.94,0.61,1.02,0,96872.35,0,0,13.23574934,0
7/21/2024 21:00,"(42.09152, -76.80259)",21.74,0.72,1.14,0,96917.55,0,0,13.77425048,0
7/21/2024 22:00,"(42.09152, -76.80259)",20.41,0.74,1.13,0,96988.88,0,0,13.10517225,0
7/21/2024 23:00,"(42.09152, -76.80259)",20.61,0.71,1.36,0,96959.14,0,0,12.72135394,0
7/22/2024 0:00,"(42.09152, -76.80259)",20.52,0.72,1.41,0,96975.05,0,0,12.83304433,0
7/22/2024 1:00,"(42.09152, -76.80259)",19.37,0.77,1.53,0,96970.76,0,0,12.83034784,0
7/22/2024 2:00,"(42.09152, -76.80259)",18.45,0.81,1.33,0,96963.39,0,0,12.78317588,0
7/22/2024 3:00,"(42.09152, -76.80259)",17.47,0.85,1.23,0,96924.71,0,0,12.65458259,0
7/22/2024 4:00,"(42.09152, -76.80259)",16.02,0.9,1.36,0,96902.54,0,0,12.28097672,0
7/22/2024 5:00,"(42.09152, -76.80259)",15.45,0.92,1.58,0,96910.29,0,0,12.12780441,0
7/22/2024 6:00,"(42.09152, -76.80259)",15.71,0.89,1.44,0,96908.53,0,0,11.91881915,0
7/22/2024 7:00,"(42.09152, -76.80259)",17.15,0.86,1.57,0,96914.35,0,0,12.56072583,0
7/22/2024 8:00,"(42.09152, -76.80259)",19.03,0.79,1.27,0,96889.51,0,0,12.90254923,0
7/22/2024 9:00,"(42.09152, -76.80259)",21.1,0.68,1.6,0,96864.66,0,0,12.5359311,0
7/22/2024 10:00,"(42.09152, -76.80259)",23.77,0.58,2.01,0,96877.48,0,0,12.46393029,0
7/22/2024 11:00,"(42.09152, -76.80259)",25.48,0.52,1.95,0,96845.11,0,0,12.30662436,0
7/22/2024 12:00,"(42.09152, -76.80259)",26.42,0.52,1.71,0,96777.8,0,0,12.96992645,0
7/22/2024 13:00,"(42.09152, -76.80259)",27.21,0.51,2.91,0.01,96773.2,0,0,13.2903179,0.01
7/22/2024 14:00,"(42.09152, -76.80259)",27.47,0.52,3.93,0.1,96754.41,0,0,13.74694612,0.1
7/22/2024 15:00,"(42.09152, -76.80259)",25.94,0.59,3.99,0.16,96760.37,0,0,14.32733354,0.16
7/22/2024 16:00,"(42.09152, -76.80259)",23.33,0.72,3.94,0.29,96699.3,0,0,15.08982794,0.29
7/22/2024 17:00,"(42.09152, -76.80259)",22.87,0.8,3.12,0.67,96661.27,0,0,16.33171164,0.67
7/22/2024 18:00,"(42.09152, -76.80259)",20.64,0.93,2.8,1.36,96672.07,0,0,16.69232516,1.36
7/22/2024 19:00,"(42.09152, -76.80259)",19.99,0.93,2.26,2.36,96648.01,0,0,16.07064458,2.36
7/22/2024 20:00,"(42.09152, -76.80259)",19.55,0.94,2.82,2.08,96652.04,0,0,15.82965644,2.08
7/22/2024 21:00,"(42.09152, -76.80259)",19.64,0.95,3.03,1.15,96688.02,0,0,16.08283951,1.15
7/22/2024 22:00,"(42.09152, -76.80259)",19.66,0.95,2.45,1.44,96715.12,0,0,16.10173268,1.44
7/22/2024 23:00,"(42.09152, -76.80259)",19.77,0.93,1.65,1.32,96704.2,0,0,15.86480954,1.32
7/23/2024 0:00,"(42.09152, -76.80259)",19.75,0.92,1.18,1.1,96684.45,0,0,15.67582134,1.1
7/23/2024 1:00,"(42.09152, -76.80259)",19.38,0.93,0.93,1.03,96661.04,0,0,15.50551362,1.03
7/23/2024 2:00,"(42.09152, -76.80259)",19.02,0.95,0.76,1.84,96609.01,0,0,15.50657269,1.84
7/23/2024 3:00,"(42.09152, -76.80259)",18.81,0.96,0.49,1.58,96616.33,0,0,15.4766906,1.58
7/23/2024 4:00,"(42.09152, -76.80259)",18.66,0.95,0.47,1.54,96621.5,0,0,15.18022639,1.54
7/23/2024 5:00,"(42.09152, -76.80259)",18.42,0.95,0.85,1.27,96639.47,0,0,14.96597624,1.27
7/23/2024 6:00,"(42.09152, -76.80259)",18.59,0.93,0.68,0.54,96704.26,0,0,14.79920214,0.54
7/23/2024 7:00,"(42.09152, -76.80259)",18.44,0.95,0.23,0.01,96727.07,0,0,14.98372998,0.01
7/23/2024 8:00,"(42.09152, -76.80259)",19.18,0.94,0.63,0,96787.4,0,0,15.48877667,0
7/23/2024 9:00,"(42.09152, -76.80259)",20.06,0.87,0.56,0,96833.97,0,0,15.09554717,0
7/23/2024 10:00,"(42.09152, -76.80259)",21.78,0.76,1.56,0.04,96870.05,0,0,14.57309666,0.04
7/23/2024 11:00,"(42.09152, -76.80259)",23.01,0.68,1.93,0.11,96866.9,0,0,13.99354206,0.11
7/23/2024 12:00,"(42.09152, -76.80259)",23.28,0.67,1.39,0.12,96886.43,0,0,14.00194536,0.12
7/23/2024 13:00,"(42.09152, -76.80259)",24.52,0.61,0.89,0.1,96907.22,0,0,13.67751911,0.1
7/23/2024 14:00,"(42.09152, -76.80259)",24.64,0.58,0.6,0.05,96880.91,0,0,13.09324983,0.05
7/23/2024 15:00,"(42.09152, -76.80259)",25.24,0.54,0.42,0.01,96869.47,0,0,12.60902285,0.01
7/23/2024 16:00,"(42.09152, -76.80259)",25.56,0.54,0.49,0.02,96852.67,0,0,12.83737479,0.02
7/23/2024 17:00,"(42.09152, -76.80259)",26.18,0.53,0.4,0.05,96866.33,0,0,13.04382916,0.05
7/23/2024 18:00,"(42.09152, -76.80259)",25.32,0.58,0.94,0.27,96821.36,0,0,13.60398678,0.27
7/23/2024 19:00,"(42.09152, -76.80259)",23.93,0.7,0.65,0.07,96927.26,0,0,15.17994944,0.07
7/23/2024 20:00,"(42.09152, -76.80259)",23.06,0.75,1.46,0.02,96939.51,0,0,15.47821485,0.02
7/23/2024 21:00,"(42.09152, -76.80259)",22.09,0.78,1.44,0,96953.33,0,0,15.22627126,0
7/23/2024 22:00,"(42.09152, -76.80259)",21.11,0.84,1.67,0,97021.66,0,0,15.49455015,0
7/23/2024 23:00,"(42.09152, -76.80259)",20.48,0.87,1.92,0,97023.59,0,0,15.4704724,0
7/24/2024 0:00,"(42.09152, -76.80259)",19.5,0.91,1.94,0,96996.8,0,0,15.27949652,0
7/24/2024 1:00,"(42.09152, -76.80259)",19.24,0.92,1.82,0,96998.95,0,0,15.21290432,0
7/24/2024 2:00,"(42.09152, -76.80259)",18.94,0.92,1.8,0,96973.25,0,0,14.94615729,0
7/24/2024 3:00,"(42.09152, -76.80259)",18.91,0.92,1.98,0,96944.4,0,0,14.91970633,0
7/24/2024 4:00,"(42.09152, -76.80259)",18.7,0.92,2.17,0,96926.4,0,0,14.73568004,0
7/24/2024 5:00,"(42.09152, -76.80259)",18.91,0.91,2.28,0.05,96943.67,0,0,14.75753561,0.05
7/24/2024 6:00,"(42.09152, -76.80259)",19.4,0.82,2.23,0.31,96937.53,0,0,13.68762207,0.31
7/24/2024 7:00,"(42.09152, -76.80259)",19.56,0.82,2.38,0.41,96976.96,0,0,13.81696393,0.41
7/24/2024 8:00,"(42.09152, -76.80259)",19.88,0.88,1.93,0.81,96976.52,0,0,15.10897603,0.81
7/24/2024 9:00,"(42.09152, -76.80259)",20.66,0.9,2.41,0.66,96951.91,0,0,16.17268879,0.66
7/24/2024 10:00,"(42.09152, -76.80259)",21.67,0.89,2.57,0.74,96938.7,0,0,16.95781395,0.74
7/24/2024 11:00,"(42.09152, -76.80259)",23.21,0.83,2.76,0.23,96941.2,0,0,17.27656283,0.23
7/24/2024 12:00,"(42.09152, -76.80259)",24.56,0.78,2.75,0.21,96921.9,0,0,17.52883537,0.21
7/24/2024 13:00,"(42.09152, -76.80259)",26.08,0.67,2.88,0.22,96892.2,0,0,16.39766787,0.22
7/24/2024 14:00,"(42.09152, -76.80259)",27.08,0.59,3.15,0.19,96808.89,0,0,15.2648872,0.19
7/24/2024 15:00,"(42.09152, -76.80259)",25.49,0.66,3.66,0.72,96817.38,0,0,15.62870382,0.72
7/24/2024 16:00,"(42.09152, -76.80259)",25.28,0.68,3.65,0.15,96764.76,0,0,15.91373075,0.15
7/24/2024 17:00,"(42.09152, -76.80259)",26.78,0.62,3.9,0.07,96728.7,0,0,15.77657847,0.07
7/24/2024 18:00,"(42.09152, -76.80259)",26.67,0.61,2.32,0.16,96660.58,0,0,15.42763004,0.16
7/24/2024 19:00,"(42.09152, -76.80259)",24.51,0.74,2.01,2.32,96752.98,0,0,16.58303149,2.32
7/24/2024 20:00,"(42.09152, -76.80259)",23.76,0.78,2.31,0.78,96805.95,0,0,16.75231674,0.78
7/24/2024 21:00,"(42.09152, -76.80259)",22.54,0.82,2.37,0.39,96802.59,0,0,16.4264778,0.39
7/24/2024 22:00,"(42.09152, -76.80259)",21.11,0.86,2.41,0.14,96890.49,0,0,15.86346801,0.14
7/24/2024 23:00,"(42.09152, -76.80259)",20.52,0.88,2.37,0.05,96892.11,0,0,15.68483195,0.05
7/25/2024 0:00,"(42.09152, -76.80259)",19.89,0.9,2.39,0.01,96882.1,0,0,15.46141843,0.01
7/25/2024 1:00,"(42.09152, -76.80259)",19.82,0.9,2.64,0,96892.6,0,0,15.39811854,0
7/25/2024 2:00,"(42.09152, -76.80259)",19.33,0.91,2.6,0,96900.24,0,0,15.12749024,0
7/25/2024 3:00,"(42.09152, -76.80259)",19.23,0.91,2.62,0,96893.85,0,0,15.03868662,0
7/25/2024 4:00,"(42.09152, -76.80259)",18.74,0.91,2.64,0,96911.72,0,0,14.61003079,0
7/25/2024 5:00,"(42.09152, -76.80259)",18.66,0.91,2.66,0,96922.43,0,0,14.54105896,0
7/25/2024 6:00,"(42.09152, -76.80259)",17.94,0.89,2.28,0,96989.58,0,0,13.62665811,0
7/25/2024 7:00,"(42.09152, -76.80259)",18.22,0.86,2.12,0,96997.2,0,0,13.38833238,0
7/25/2024 8:00,"(42.09152, -76.80259)",19.01,0.8,2.34,0,97042.46,0,0,13.05046425,0
7/25/2024 9:00,"(42.09152, -76.80259)",19.59,0.75,2.67,0,97054.69,0,0,12.65975554,0
7/25/2024 10:00,"(42.09152, -76.80259)",20.64,0.67,3.16,0,97072.79,0,0,12.02565361,0
7/25/2024 11:00,"(42.09152, -76.80259)",21.81,0.59,3.73,0,97060.89,0,0,11.33292816,0
7/25/2024 12:00,"(42.09152, -76.80259)",22.63,0.54,3.98,0,97043.18,0,0,10.87341297,0
7/25/2024 13:00,"(42.09152, -76.80259)",23.68,0.48,4.03,0,97027.38,0,0,10.26235068,0
7/25/2024 14:00,"(42.09152, -76.80259)",24.26,0.44,3.86,0,97005.54,0,0,9.721792804,0
7/25/2024 15:00,"(42.09152, -76.80259)",24.74,0.42,3.87,0,96982.31,0,0,9.534946625,0
7/25/2024 16:00,"(42.09152, -76.80259)",25,0.4,4.07,0,96990.06,0,0,9.214858871,0
7/25/2024 17:00,"(42.09152, -76.80259)",24.59,0.41,4.05,0,97004.8,0,0,9.229492826,0
7/25/2024 18:00,"(42.09152, -76.80259)",23.59,0.45,3.54,0,97049.79,0,0,9.571833688,0
7/25/2024 19:00,"(42.09152, -76.80259)",22.95,0.46,3.19,0,97010.08,0,0,9.433804957,0
7/25/2024 20:00,"(42.09152, -76.80259)",21.39,0.51,3.12,0,97036.55,0,0,9.561318465,0
7/25/2024 21:00,"(42.09152, -76.80259)",19.34,0.59,2.61,0,97083.19,0,0,9.813706952,0
7/25/2024 22:00,"(42.09152, -76.80259)",17.3,0.66,2.26,0,97164.75,0,0,9.726563404,0
7/25/2024 23:00,"(42.09152, -76.80259)",16.54,0.7,2.4,0,97172.01,0,0,9.856187949,0
7/26/2024 0:00,"(42.09152, -76.80259)",15.97,0.73,2.54,0,97200.19,0,0,9.931173685,0
7/26/2024 1:00,"(42.09152, -76.80259)",14.98,0.76,2.53,0,97191.55,0,0,9.736227206,0
7/26/2024 2:00,"(42.09152, -76.80259)",14.33,0.79,2.48,0,97178.08,0,0,9.726427239,0
7/26/2024 3:00,"(42.09152, -76.80259)",13.76,0.83,2.25,0,97175.49,0,0,9.867375057,0
7/26/2024 4:00,"(42.09152, -76.80259)",13.11,0.85,2.04,0,97191.41,0,0,9.707779317,0
7/26/2024 5:00,"(42.09152, -76.80259)",12.71,0.87,2.03,0,97204.53,0,0,9.692877756,0
7/26/2024 6:00,"(42.09152, -76.80259)",12.59,0.92,2.2,0,97247.8,0,0,10.17382388,0
7/26/2024 7:00,"(42.09152, -76.80259)",13.35,0.9,2.27,0,97311.36,0,0,10.43247033,0
7/26/2024 8:00,"(42.09152, -76.80259)",16.06,0.79,1.84,0,97321.45,0,0,10.80605699,0
7/26/2024 9:00,"(42.09152, -76.80259)",18.25,0.7,2.38,0,97311.71,0,0,10.91690707,0
7/26/2024 10:00,"(42.09152, -76.80259)",20.82,0.58,2.66,0,97317.02,0,0,10.51989672,0
7/26/2024 11:00,"(42.09152, -76.80259)",21.88,0.51,2.9,0,97313.94,0,0,9.835896946,0
7/26/2024 12:00,"(42.09152, -76.80259)",22.74,0.48,3.3,0,97299.22,0,0,9.726371027,0
7/26/2024 13:00,"(42.09152, -76.80259)",23.78,0.44,3.09,0,97245.96,0,0,9.460768581,0
7/26/2024 14:00,"(42.09152, -76.80259)",24.27,0.42,2.96,0,97189.13,0,0,9.285146236,0
7/26/2024 15:00,"(42.09152, -76.80259)",24.19,0.42,2.67,0,97158.84,0,0,9.243192967,0
7/26/2024 16:00,"(42.09152, -76.80259)",24.44,0.41,2.5,0,97126.83,0,0,9.15163089,0
7/26/2024 17:00,"(42.09152, -76.80259)",24.86,0.39,2.45,0,97068.16,0,0,8.913955385,0
7/26/2024 18:00,"(42.09152, -76.80259)",24.25,0.39,2.92,0,97108.36,0,0,8.612168114,0
7/26/2024 19:00,"(42.09152, -76.80259)",23.34,0.43,2.82,0,97114.68,0,0,9.017119629,0
7/26/2024 20:00,"(42.09152, -76.80259)",21.65,0.48,2.64,0,97154.29,0,0,9.135226336,0
7/26/2024 21:00,"(42.09152, -76.80259)",18.69,0.6,1.96,0,97170.65,0,0,9.604543077,0
7/26/2024 22:00,"(42.09152, -76.80259)",16.34,0.7,1.3,0,97231.1,0,0,9.738163633,0
7/26/2024 23:00,"(42.09152, -76.80259)",15.32,0.75,1.51,0,97222.93,0,0,9.809023717,0
7/27/2024 0:00,"(42.09152, -76.80259)",15.55,0.72,0.76,0,97233.12,0,0,9.549106485,0
7/27/2024 1:00,"(42.09152, -76.80259)",15.43,0.72,0.56,0,97232.2,0,0,9.479805373,0
7/27/2024 2:00,"(42.09152, -76.80259)",13.63,0.81,0.79,0,97213.59,0,0,9.552815956,0
7/27/2024 3:00,"(42.09152, -76.80259)",12.29,0.87,1.03,0,97215.74,0,0,9.442979146,0
7/27/2024 4:00,"(42.09152, -76.80259)",11.28,0.92,1.05,0,97206.67,0,0,9.374301432,0
7/27/2024 5:00,"(42.09152, -76.80259)",10.77,0.93,1.02,0,97215.07,0,0,9.176825598,0
7/27/2024 6:00,"(42.09152, -76.80259)",10.88,0.94,0.75,0,97296.79,0,0,9.340052429,0
7/27/2024 7:00,"(42.09152, -76.80259)",11.61,0.94,0.98,0,97322.27,0,0,9.778426675,0
7/27/2024 8:00,"(42.09152, -76.80259)",14.27,0.84,0.4,0,97345.82,0,0,10.30406435,0
7/27/2024 9:00,"(42.09152, -76.80259)",16.92,0.71,0.4,0,97362.34,0,0,10.22790555,0
7/27/2024 10:00,"(42.09152, -76.80259)",20.42,0.57,1.2,0,97374.31,0,0,10.10041597,0
7/27/2024 11:00,"(42.09152, -76.80259)",22.27,0.52,1.82,0,97376.1,0,0,10.2565138,0
7/27/2024 12:00,"(42.09152, -76.80259)",23.45,0.49,1.99,0,97374.09,0,0,10.33992986,0
7/27/2024 13:00,"(42.09152, -76.80259)",24.91,0.43,1.93,0,97331.94,0,0,9.855920307,0
7/27/2024 14:00,"(42.09152, -76.80259)",25.58,0.42,1.85,0,97285.78,0,0,9.995816505,0
7/27/2024 15:00,"(42.09152, -76.80259)",26.06,0.41,1.68,0,97252.3,0,0,10.02320289,0
7/27/2024 16:00,"(42.09152, -76.80259)",26.32,0.4,1.49,0,97208.49,0,0,9.921486927,0
7/27/2024 17:00,"(42.09152, -76.80259)",26.58,0.4,1.07,0,97162.55,0,0,10.06602623,0
7/27/2024 18:00,"(42.09152, -76.80259)",25.81,0.41,0.43,0,97181.34,0,0,9.884219381,0
7/27/2024 19:00,"(42.09152, -76.80259)",24.64,0.55,0.48,0,97161.88,0,0,12.41601277,0
7/27/2024 20:00,"(42.09152, -76.80259)",22.85,0.67,0.64,0,97125.43,0,0,13.66216374,0
7/27/2024 21:00,"(42.09152, -76.80259)",21.05,0.74,0.85,0,97147.55,0,0,13.60251124,0
7/27/2024 22:00,"(42.09152, -76.80259)",18.25,0.83,1.2,0,97193.8,0,0,12.94433266,0
7/27/2024 23:00,"(42.09152, -76.80259)",17.1,0.86,1.46,0,97180.55,0,0,12.52316077,0
7/28/2024 0:00,"(42.09152, -76.80259)",16.65,0.87,1.47,0,97192.2,0,0,12.33116604,0
7/28/2024 1:00,"(42.09152, -76.80259)",15.6,0.91,1.39,0,97184.35,0,0,12.10566844,0
7/28/2024 2:00,"(42.09152, -76.80259)",14.85,0.92,0.93,0,97203.79,0,0,11.69289443,0
7/28/2024 3:00,"(42.09152, -76.80259)",14.13,0.94,1.12,0,97246,0,0,11.4321478,0
7/28/2024 4:00,"(42.09152, -76.80259)",13.23,0.97,0.75,0,97268.82,0,0,11.16082032,0
7/28/2024 5:00,"(42.09152, -76.80259)",13.16,0.97,0.28,0,97246.38,0,0,11.11261261,0
7/28/2024 6:00,"(42.09152, -76.80259)",10.98,0.99,0.64,0,97270.21,0,0,9.899024959,0
7/28/2024 7:00,"(42.09152, -76.80259)",11.84,0.96,0.45,0,97253.02,0,0,10.13126837,0
7/28/2024 8:00,"(42.09152, -76.80259)",14.18,0.9,0.4,0,97275.63,0,0,10.9793054,0
7/28/2024 9:00,"(42.09152, -76.80259)",17.73,0.78,0.49,0,97274.77,0,0,11.79401761,0
7/28/2024 10:00,"(42.09152, -76.80259)",21.86,0.6,0.73,0,97257.81,0,0,11.55830353,0
7/28/2024 11:00,"(42.09152, -76.80259)",24.12,0.53,0.68,0,97239.85,0,0,11.61787484,0
7/28/2024 12:00,"(42.09152, -76.80259)",25.38,0.47,0.66,0,97179.79,0,0,11.06109602,0
7/28/2024 13:00,"(42.09152, -76.80259)",26.66,0.4,0.85,0,97108.73,0,0,10.11086218,0
7/28/2024 14:00,"(42.09152, -76.80259)",27.41,0.38,0.94,0,97033.73,0,0,10.01262937,0
7/28/2024 15:00,"(42.09152, -76.80259)",27.94,0.37,1.08,0,96966.1,0,0,10.03802657,0
7/28/2024 16:00,"(42.09152, -76.80259)",28.4,0.36,1.01,0,96934.28,0,0,10.01644847,0
7/28/2024 17:00,"(42.09152, -76.80259)",28.46,0.37,0.9,0,96861.86,0,0,10.32857146,0
7/28/2024 18:00,"(42.09152, -76.80259)",27.53,0.41,0.39,0,96806.04,0,0,10.87487847,0
7/28/2024 19:00,"(42.09152, -76.80259)",26.48,0.53,1.9,0,96812.33,0,0,13.26354357,0
7/28/2024 20:00,"(42.09152, -76.80259)",24.88,0.54,2.52,0,96842.99,0,0,12.35631064,0
7/28/2024 21:00,"(42.09152, -76.80259)",21.87,0.65,2,0,96849.75,0,0,12.52871949,0
7/28/2024 22:00,"(42.09152, -76.80259)",19.92,0.72,1.93,0,96881.67,0,0,12.39089255,0
7/28/2024 23:00,"(42.09152, -76.80259)",18.6,0.77,1.88,0,96867.09,0,0,12.26035886,0
7/29/2024 0:00,"(42.09152, -76.80259)",17.97,0.79,1.84,0,96825.38,0,0,12.11718457,0
7/29/2024 1:00,"(42.09152, -76.80259)",17.32,0.8,1.81,0,96809.99,0,0,11.80388614,0
7/29/2024 2:00,"(42.09152, -76.80259)",16.85,0.81,1.79,0,96775.78,0,0,11.61953546,0
7/29/2024 3:00,"(42.09152, -76.80259)",16.07,0.85,1.6,0,96713.22,0,0,11.63379685,0
7/29/2024 4:00,"(42.09152, -76.80259)",15.26,0.9,1.42,0,96678.39,0,0,11.72796909,0
7/29/2024 5:00,"(42.09152, -76.80259)",14.01,0.95,1.51,0,96671.57,0,0,11.46895017,0
7/29/2024 6:00,"(42.09152, -76.80259)",13.8,0.93,1.35,0,96672.9,0,0,11.08346735,0
7/29/2024 7:00,"(42.09152, -76.80259)",14.49,0.91,1.15,0,96697.54,0,0,11.31416335,0
7/29/2024 8:00,"(42.09152, -76.80259)",17.32,0.83,1.14,0,96714.7,0,0,12.24653187,0
7/29/2024 9:00,"(42.09152, -76.80259)",19.56,0.75,1.13,0,96692.83,0,0,12.63746701,0
7/29/2024 10:00,"(42.09152, -76.80259)",22.53,0.65,1.3,0,96654.72,0,0,13.01352043,0
7/29/2024 11:00,"(42.09152, -76.80259)",24.53,0.6,1.05,0,96612.92,0,0,13.46089745,0
7/29/2024 12:00,"(42.09152, -76.80259)",26.11,0.56,0.65,0,96577.15,0,0,13.72846858,0
7/29/2024 13:00,"(42.09152, -76.80259)",28.28,0.49,0.66,0,96527.88,0,0,13.54411988,0
7/29/2024 14:00,"(42.09152, -76.80259)",29.23,0.45,0.96,0,96485.84,0,0,13.10112731,0
7/29/2024 15:00,"(42.09152, -76.80259)",29.38,0.44,1.06,0,96414.54,0,0,12.91495206,0
7/29/2024 16:00,"(42.09152, -76.80259)",29.84,0.41,1.41,0,96389.68,0,0,12.33861551,0
7/29/2024 17:00,"(42.09152, -76.80259)",29.91,0.41,1.82,0,96337.39,0,0,12.38548385,0
7/29/2024 18:00,"(42.09152, -76.80259)",27.89,0.63,0.41,0,96381.55,0,0,17.0448422,0
7/29/2024 19:00,"(42.09152, -76.80259)",27.26,0.69,1.09,0,96341.56,0,0,18.0307929,0
7/29/2024 20:00,"(42.09152, -76.80259)",25.82,0.76,1.96,0,96326.61,0,0,18.33221348,0
